location,Latitude,Longitude
"Marina Mansions, Dubai Marina, Dubai",25.0737483,55.138187
"Al Ikhlas Tower, Al Khan, Sharjah",25.3292609,55.3672853
"Al Wahda Building, Al Wahda Street, Sharjah",25.3174088,55.38546
"Skycourts Tower F, Skycourts Towers, Dubai Residence Complex, Dubai",25.0900794,55.3857882
"Dubai Marina Mall, Dubai Marina, Dubai",25.07643,55.140504
"Promenade Building, The Pearl Residences, Saadiyat Beach, Saadiyat Island, Abu Dhabi",24.5302924,54.4451578
"Mazaya 31, Queue Point, Liwan, Dubai",25.1017106,55.3704005
"Family Villas, Green Community West, Green Community, Dubai",24.9976447,55.163799
"Serenia Residences North Wing, Serenia Residences The Palm, Palm Jumeirah, Dubai",25.1322379,55.1519746
"Golf Panorama A, Golf Panorama, Golf Town, DAMAC Hills, Dubai",25.0149249,55.2543931
"Panorama Tower 3, Panorama, The Views, Dubai",25.090826,55.1703542
"Jasmine Towers, Garden City, Ajman",25.4052165,55.5136433
"Apartment Building 7, Bluewaters Residences, Bluewaters Island, Dubai",25.0796205,55.1224096
"Centrium Tower 2, Centrium Towers, Dubai Production City (IMPZ), Dubai",25.0402131,55.1932747
"The Fairways North, The Fairways, The Views, Dubai",25.0896686,55.1710211
"Gemini Splendor, Mohammed Bin Rashid City, Dubai",25.1663758,55.2766574
"Silver Springs, DAMAC Hills, Dubai",25.0297769,55.2536951
"Trident Marinascape Oceanic Tower, Trident Marinascape, Dubai Marina, Dubai",25.0825186,55.1467752
"The Links Water View, The Links, The Views, Dubai",25.090926,55.1690498
"Tower 21, Al Reef Downtown, Al Reef, Abu Dhabi",24.4570255,54.6732983
"Bloom Gardens, Al Matar, Abu Dhabi",24.423941,54.6462711
"Address Boulevard, Downtown Dubai, Dubai",25.2009677,55.2762069
"Emirates Crown, Dubai Marina, Dubai",25.087924,55.1466671
"Park Tower A, Park Towers, DIFC, Dubai",25.2095245,55.2790906
"Sahara Tower 3, Sahara Towers, Al Nahda (Sharjah), Sharjah",25.2977042,55.367151
"La Riviera Azure, JVC District 10, Jumeirah Village Circle (JVC), Dubai",25.0613044,55.2036285
"Sobha Hartland Greens Building 2, Hartland Greens, Sobha Hartland, Dubai",25.1760968,55.3096055
"Sector P, Emirates Hills, Dubai",25.0687174,55.1734594
"Al Ramth 15, Al Ramth, Remraam, Dubai",25.0001358,55.2509515
"Master View, Mediterranean Cluster, Jumeirah Islands, Dubai",25.058,55.15368
"Yakout Building, Bab Al Bahr Residences, Al Marjan Island, Ras Al Khaimah",25.6636837,55.7475066
"Topaz Residences 3, Dubai Silicon Oasis, Dubai",25.12278,55.3997774
"Paradise Lakes B9, Paradise Lakes, Emirates City, Ajman",25.3979235,55.5787891
"Robot Park Tower, Al Qasba, Sharjah",25.3244372,55.3751826
"Al Jaz 4, Al Jaz, The Greens, Dubai",25.0942294,55.171303
"La Fontana Apartments, Arjan, Dubai",25.0636166,55.2359614
"C1, The Hills C, The Hills, Dubai",25.2048493,55.2707828
"Hameni Residence, JVC District 15, Jumeirah Village Circle (JVC), Dubai",25.0563424,55.2051171
"Mediterranean Townhouses, JVT District 5, Jumeirah Village Triangle (JVT), Dubai",25.0472882,55.1900227
"The Atria, Business Bay, Dubai",25.1806304,55.2637507
"Azizi Riviera 22, Azizi Riviera, Meydan One, Meydan City, Dubai",25.173523,55.305984
"Oceana Adriatic, Oceana, Palm Jumeirah, Dubai",25.1104387,55.1357247
"Alvorada 2, Alvorada, Arabian Ranches, Dubai",25.0436015,55.261143
"Masaken Al Mankhool 01, Al Mankhool, Bur Dubai, Dubai",25.2502375,55.2989531
"Silverene Tower B, Silverene, Dubai Marina, Dubai",25.0748164,55.1385399
"Marina Residences 5, Marina Residences, Palm Jumeirah, Dubai",25.1162081,55.1385705
"Liwara 1, Ajman",25.4155655,55.4466016
"Building 64, Mediterranean, Discovery Gardens, Dubai",25.0417012,55.1382624
"Harbour Views 2, Harbour Views, Dubai Creek Harbour, Dubai",25.2058042,55.3448574
"Rimal 6, Rimal, Jumeirah Beach Residence (JBR), Dubai",25.0756186,55.1325106
"Park Heights, Dubai Hills Estate, Dubai",25.1129375,55.2463678
"Royal JVC Building, JVC District 10, Jumeirah Village Circle (JVC), Dubai",25.060214,55.2075654
"Canal Apartments, The Links, The Views, Dubai",25.091005,55.169966
"Apartment Building 9, Bluewaters Residences, Bluewaters Island, Dubai",25.0792222,55.1196684
"1 JBR, Jumeirah Beach Residence (JBR), Dubai",25.0769441,55.1341346
"Golf Veduta A, Golf Veduta, Golf Town, DAMAC Hills, Dubai",25.0173604,55.2525683
"Golden Mile 8, Golden Mile, Palm Jumeirah, Dubai",25.1112,55.1414133
"Al Nada 2, Al Nada, Al Muneera, Al Raha Beach, Abu Dhabi",24.4500976,54.6071821
"Orange Lake, Jumeirah Golf Estates, Dubai",25.0278612,55.2039948
"Garden West Apartments D, Garden West Apartments, Green Community, Dubai",25.0048703,55.1564781
"Aster, DAMAC Hills 2 (Akoya by DAMAC), Dubai",24.9881505,55.3983346
"La Vista Residence 3, La Vista Residence, Dubai Silicon Oasis, Dubai",25.1188494,55.3934245
"Hanover Square, JVC District 10, Jumeirah Village Circle (JVC), Dubai",25.0681655,55.2046907
"Mirdif Mall, Mirdif, Dubai",25.2196159,55.4194753
"U-Bora Tower 1, U-Bora Tower, Business Bay, Dubai",25.1804288,55.2701307
"Al Warqaa 3, Al Warqaa, Dubai",25.1885455,55.4194753
"The Address Fountain Views Sky Collection 1, The Address Residence Fountain Views, Downtown Dubai, Dubai",25.1948261,55.2828596
"Murano Residences 1, Murano Residences, Al Furjan, Dubai",25.0239513,55.1403775
"Golden Mile 6, Golden Mile, Palm Jumeirah, Dubai",25.1068578,55.1472338
"Yansoon 6, Yansoon, Old Town, Downtown Dubai, Dubai",25.1913501,55.2791798
"The Lofts East, The Lofts, Downtown Dubai, Dubai",25.1975674,55.269968
"Alvorada 3, Alvorada, Arabian Ranches, Dubai",25.043203,55.2640827
"Yansoon 2, Yansoon, Old Town, Downtown Dubai, Dubai",25.1922773,55.2787164
"Zone 36, Mohammed Bin Zayed City, Abu Dhabi",24.3334997,54.5348715
"Plazzo Residence, JVT District 2, Jumeirah Village Triangle (JVT), Dubai",25.0376746,55.1787878
"Marina Residences 1, Marina Residences, Palm Jumeirah, Dubai",25.1130845,55.1367919
"Marina Gate, Dubai Marina, Dubai",25.0867931,55.1475512
"Grace Residency, Al Furjan, Dubai",25.0251443,55.1584641
"Mulberry 1 Building B2, Mulberry 1, Park Heights, Dubai Hills Estate, Dubai",25.2048493,55.2707828
"Miska 4, Miska, Old Town, Downtown Dubai, Dubai",25.1891381,55.2760391
"Golf Links, Emaar South, Dubai South, Dubai",24.8595274,55.1405581
"Ibrahim Bin Salah Building, Hor Al Anz East, Hor Al Anz, Deira, Dubai",25.2577384,55.302198
"Diamond Views IV, JVC District 11, Jumeirah Village Circle (JVC), Dubai",25.0641846,55.216427
"Orchid Residence, Dubai Science Park, Dubai",25.0740974,55.2480748
"29 Boulevard Podium, 29 Boulevard, Downtown Dubai, Dubai",25.1918989,55.2727574
"Building 13B, City Walk, Al Wasl, Dubai",25.2029745,55.26081
"Karama New Building, Al Karama, Dubai",25.251428,55.3064874
"District 9I, JVT District 9, Jumeirah Village Triangle (JVT), Dubai",25.0444526,55.1860541
"Alwan Residence 1, Dubai Production City (IMPZ), Dubai",25.0366825,55.2024415
"Judi Palace, JVC District 11, Jumeirah Village Circle (JVC), Dubai",25.0617417,55.2123317
"Tower 8, Al Reef Downtown, Al Reef, Abu Dhabi",24.4570255,54.6732983
"Shakespeare Circus 2, Shakespeare Circus, Uptown Motor City, Motor City, Dubai",25.0458229,55.2503503
"Global Golf Residence 2, Global Golf Residence, Dubai Sports City, Dubai",25.0399139,55.2181961
"Al Taif Business Center, Town Centre, Fujairah",25.1197624,56.3250819
"Abdulla Abdul Rasool Building, Al Nahda 2, Al Nahda (Dubai), Dubai",25.2888084,55.3779629
"Artesia D, Artesia, DAMAC Hills, Dubai",25.020414,55.2447225
"Bulgari Residences, Jumeirah Bay Islands, Jumeirah, Dubai",25.2102124,55.2358732
"Masaar Residence, JVC District 15, Jumeirah Village Circle (JVC), Dubai",25.0553194,55.1984526
"Dania 2, Dania District, Midtown, Dubai Production City (IMPZ), Dubai",25.0317773,55.1900227
"Tower 24, Al Reef Downtown, Al Reef, Abu Dhabi",24.4570255,54.6732983
"Saheel 2, Saheel, Arabian Ranches, Dubai",25.056465,55.261532
"Sadaf 4, Sadaf, Jumeirah Beach Residence (JBR), Dubai",25.0805772,55.1371523
"Bloomingdale Villas, Dubai Sports City, Dubai",25.0393573,55.2056779
"Concorde Tower, JLT Cluster H, Jumeirah Lake Towers (JLT), Dubai",25.0699404,55.1438779
"Signature Villas Frond D, Signature Villas Palm Jumeirah, Palm Jumeirah, Dubai",25.1270397,55.1366547
"Yansoon 4, Yansoon, Old Town, Downtown Dubai, Dubai",25.1919541,55.2797589
"Paradise Building, Dubai South, Dubai",24.8883012,55.1504392
"Emirates Gardens 2, JVC District 14, Jumeirah Village Circle (JVC), Dubai",25.0488228,55.2050756
"The Palladium, JLT Cluster C, Jumeirah Lake Towers (JLT), Dubai",25.069279,55.1393318
"Lincoln Park Sheffield, Lincoln Park, Arjan, Dubai",25.062088,55.2402144
"Tower 16, Al Reef Downtown, Al Reef, Abu Dhabi",24.4638305,54.6740311
"Hartland Greens, Sobha Hartland, Dubai",25.1769069,55.3107258
"Aurora, Marina Promenade, Dubai Marina, Dubai",25.0742677,55.1331674
"Marina Diamond 2, Marina Diamonds, Dubai Marina, Dubai",25.0687372,55.1334879
"Marina Heights I, Marina Heights, Marina Square, Al Reem Island, Abu Dhabi",24.490914,54.3937406
"Azalea, Arabian Ranches 2, Dubai",25.0331427,55.272887
"Panorama Tower 4, Panorama, The Views, Dubai",25.090826,55.1703542
"Oakwood Residency, Dubai Production City (IMPZ), Dubai",25.0404239,55.1925073
"Maysoon 3, Al Jaddaf, Dubai",25.221266,55.3345227
"Mira 2, Mira, Reem, Dubai",25.0589782,55.2957196
"District 9O, JVT District 9, Jumeirah Village Triangle (JVT), Dubai",25.0472882,55.1900227
"Nakheel Townhouse, JVC District 12, Jumeirah Village Circle (JVC), Dubai",25.0559755,55.2166127
"Ansam 1, Ansam, Yas Island, Abu Dhabi",24.484259,54.5994258
"MSH9, Shakhbout City, Abu Dhabi",24.3661616,54.6360615
"The Waves Tower B, The Waves, Dubai Marina, Dubai",25.0714707,55.1339198
"The Waves Tower A, The Waves, Dubai Marina, Dubai",25.0714707,55.1339198
"Amaranta 3, Amaranta, Villanova, Dubailand, Dubai",25.0744458,55.354797
"Garden Homes Frond A, Garden Homes Palm Jumeirah, Palm Jumeirah, Dubai",25.1196958,55.1402053
"Lincoln Park Westside, Lincoln Park, Arjan, Dubai",25.0605347,55.2397317
"Mazaya 10A, Queue Point, Liwan, Dubai",25.1114538,55.3682204
"Al Khudrawi, Shoreline Apartments, Palm Jumeirah, Dubai",25.1102047,55.146939
"Al Anbar Tower, Dubai Marina Towers (Emaar 6 Towers), Dubai Marina, Dubai",25.0749822,55.1330055
"Laguna Tower, JLT Cluster A, Jumeirah Lake Towers (JLT), Dubai",25.0658351,55.138187
"Al Khayyal Building 103, Al Qusais Industrial 1, Al Qusais Industrial Area, Al Qusais, Dubai",25.281105,55.3863182
"Tasmeer Residence, JVC District 10, Jumeirah Village Circle (JVC), Dubai",25.0609004,55.2041185
"Apartment Building 10, Bluewaters Residences, Bluewaters Island, Dubai",25.0792222,55.1196684
"Botanica, JVC District 13, Jumeirah Village Circle (JVC), Dubai",25.0503995,55.2076707
"Magnolia 1, Emirates Gardens 2, JVC District 14, Jumeirah Village Circle (JVC), Dubai",25.0487242,55.2050876
"Residences 2, The Residences at District One, District One, Mohammed Bin Rashid City, Dubai",25.1663758,55.2766574
"Al Thani Residence, Al Barsha 1, Al Barsha, Dubai",25.1117557,55.2052891
"Arabian, Canal Residence West, Dubai Sports City, Dubai",25.0381534,55.2210473
"Flame Tree Ridge, Jumeirah Golf Estates, Dubai",25.0129593,55.2062363
"Souk Al Bahar, Downtown Dubai, Dubai",25.1946394,55.2765141
"Shore Building, The Pearl Residences, Saadiyat Beach, Saadiyat Island, Abu Dhabi",24.5565101,54.4558771
"Esmeralda, Victory Heights, Dubai Sports City, Dubai",25.0401473,55.2153456
"Global Lake View, JLT Cluster E, Jumeirah Lake Towers (JLT), Dubai",25.0714177,55.1409461
"Ajman One Tower 9, Ajman One Towers, Al Sawan, Ajman",25.3946024,55.4316358
"P-11, France Cluster, International City, Dubai",25.1609303,55.4007923
"Naseem, Mudon, Dubai",25.0234353,55.2716551
"South Ridge 3, South Ridge, Downtown Dubai, Dubai",25.1869691,55.276798
"Golden Homes Building, JVC District 15, Jumeirah Village Circle (JVC), Dubai",25.0601975,55.2093505
"A2, The Hills A, The Hills, Dubai",25.0781764,55.1588745
"The Lily, Arjan, Dubai",25.0616433,55.2447396
"Serenia Residences East Wing, Serenia Residences The Palm, Palm Jumeirah, Dubai",25.1322379,55.1519746
"Cluster 1, The Sustainable City, Dubai",25.0277766,55.2770323
"Biela Villas, Avencia, DAMAC Hills 2 (Akoya by DAMAC), Dubai",24.9830494,55.3797103
"Yansoon 7, Yansoon, Old Town, Downtown Dubai, Dubai",25.191881,55.2788915
"Master View, European Cluster, Jumeirah Islands, Dubai",25.058,55.15368
"Al Yarmouk, Queue Point, Liwan, Dubai",25.1114538,55.3682204
"Future Tower 1, Future Tower, Al Khan, Sharjah",25.3280788,55.3697498
"Creek Rise 1 Tower, Creek Rise, Dubai Creek Harbour, Dubai",25.2088219,55.3464408
"Ajman One Tower 11, Ajman One Towers, Al Sawan, Ajman",25.395062,55.4307058
"Sienna Views, Jumeirah Golf Estates, Dubai",25.0192078,55.2010666
"Trident Marinascape Avant Tower, Trident Marinascape, Dubai Marina, Dubai",25.0825186,55.1467752
"Oliva, Victory Heights, Dubai Sports City, Dubai",25.0401473,55.2153456
"Chorisia I, Al Barari, Dubai",25.0975792,55.3036027
"C-14, China Cluster, International City, Dubai",25.1671926,55.4146312
"Yansoon 5, Yansoon, Old Town, Downtown Dubai, Dubai",25.191616,55.2793394
"Northwest Garden Apartments, Green Community West, Green Community, Dubai",24.9976447,55.163799
"Grand Paradise I, Grand Paradise, JVC District 15, Jumeirah Village Circle (JVC), Dubai",25.0601975,55.2093505
"Azizi Orchid, Al Furjan, Dubai",25.0318869,55.1495641
"Viridis Tower B, Viridis Residence and Hotel Apartments, DAMAC Hills 2 (Akoya by DAMAC), Dubai",24.984426,55.393596
"Garden Homes Frond P, Garden Homes Palm Jumeirah, Palm Jumeirah, Dubai",25.11188,55.1329324
"Silk Leaf 5, Silk Leaf, The Residences, Al Barari, Dubai",25.0985252,55.3147657
"Green Lakes 2, JLT Cluster S, Jumeirah Lake Towers (JLT), Dubai",25.0783663,55.1486637
"Celestia B, Celestia, Residential District, Dubai South, Dubai",24.8883012,55.1504392
"Westar Terrace Garden, JVC District 13, Jumeirah Village Circle (JVC), Dubai",25.0497007,55.2139243
"Al Msalli, Shoreline Apartments, Palm Jumeirah, Dubai",25.1133471,55.1423442
"Coursetia, DAMAC Hills 2 (Akoya by DAMAC), Dubai",24.9866649,55.397185
"District 3, Jumeirah Park, Dubai",25.0471279,55.1555195
"Mazaya 12, Queue Point, Liwan, Dubai",25.115188,55.362457
"Al Thamam 11, Al Thamam, Remraam, Dubai",25.0069693,55.2530023
"Burooj Views, Marina Square, Al Reem Island, Abu Dhabi",24.4923848,54.3942035
"Calero, The Park Villas, DAMAC Hills, Dubai",25.0260254,55.2515138
"Delta Building, Al Mankhool, Bur Dubai, Dubai",25.2638408,55.3239211
"Zahra Breeze Apartments 3B, Zahra Breeze Apartments, Town Square, Dubai",25.0057669,55.2952692
"Montrell by Azizi, Al Furjan, Dubai",25.0251668,55.1458611
"151 Residence, Jumeirah Garden City, Al Satwa, Dubai",25.222671,55.275561
"Al Seef Tower, Dubai Marina, Dubai",25.0904594,55.1498355
"Hayat Townhouses 1, Hayat Townhouses, Town Square, Dubai",25.001965,55.2985574
"Astoria Residence, JVC District 11, Jumeirah Village Circle (JVC), Dubai",25.0649978,55.2112549
"Future Tower 4, Future Tower, Al Khan, Sharjah",25.3289398,55.369262
"The Fairmont Palm Residence North, The Fairmont Palm Residences, Palm Jumeirah, Dubai",25.1103333,55.1406946
"Norton Court 3, Norton Court, Uptown Motor City, Motor City, Dubai",25.0467962,55.247933
"Miracle Hills, Arjan, Dubai",25.0641179,55.2467316
"Gardenia, Al Raha Golf Gardens, Abu Dhabi",24.4224759,54.530704
"Garden Homes Frond M, Garden Homes Palm Jumeirah, Palm Jumeirah, Dubai",25.113357,55.1243023
"Vincitore Boulevard, Arjan, Dubai",25.0594308,55.2422468
"Muhaisnah Plaza, Muhaisnah 4, Muhaisnah, Dubai",25.277877,55.4097873
"Cluster 39, Jumeirah Islands, Dubai",25.0562399,55.1553589
"The Turf, DAMAC Hills, Dubai",25.0214129,55.2545899
"Sector H, Emirates Hills, Dubai",25.0687174,55.1734594
"Qamar 6, Madinat Badr, Muhaisnah 1, Muhaisnah, Dubai",25.236369,55.413384
"Binghatti Mirage, JVC District 10, Jumeirah Village Circle (JVC), Dubai",25.0649094,55.20768
"Lakeside Tower C, Lakeside, Dubai Production City (IMPZ), Dubai",25.0365861,55.2006853
"Building 22, City Walk, Al Wasl, Dubai",25.2003452,55.2641876
"Jumeirah Islands Mansions, Jumeirah Islands, Dubai",25.0520805,55.1597952
"Rose 8, Al Karama, Dubai",25.2489204,55.3060551
"Buqbai Tower, Al Hosn, Abu Dhabi",24.4803672,54.3505905
"Golf Horizon Tower A, Golf Horizon, DAMAC Hills, Dubai",25.0165676,55.2532368
"Al Quoz 1, Al Quoz, Dubai",25.168395,55.2563077
"St Regis Residences Block 4, Saadiyat St Regis Residences, Saadiyat Beach, Saadiyat Island, Abu Dhabi",24.5375211,54.4255256
"Ayesha Building, Al Hudaiba, Dubai",25.2386977,55.2760155
"Pulse Smart Residence, JVC District 11, Jumeirah Village Circle (JVC), Dubai",25.0636563,55.2116204
"Limestone House, DIFC, Dubai",25.2120079,55.2788258
"The Residence 7, The Residences, Downtown Dubai, Dubai",25.1921082,55.2748682
"Bloom Central Residential, Bloom Central, Al Tibbiya, Abu Dhabi",24.4702987,54.3699077
"Ghadeer 2, Ghadeer, The Lakes, Dubai",25.0807635,55.1738045
"Parkway Vistas, Dubai Hills Estate, Dubai",25.1249207,55.2645611
"Al Heel Tower, Al Khalidiyah, Abu Dhabi",24.472716,54.3513091
"A1, The Hills A, The Hills, Dubai",25.0781764,55.1588745
"Mirabella 8, JVC District 11, Jumeirah Village Circle (JVC), Dubai",25.0617417,55.2123317
"Burj Al Salam Tower, Sheikh Zayed Road, Dubai",25.2296816,55.2865052
"T-02, Spain Cluster, International City, Dubai",25.1651813,55.4021761
"MYKA Residence, Dubai Production City (IMPZ), Dubai",25.0316224,55.1930236
"The Address Residence Fountain Views, Downtown Dubai, Dubai",25.1948261,55.2828596
"Al Badia Hillside Village, Dubai Festival City, Dubai",25.2211899,55.3615364
"Golf Tower, Dubai Sports City, Dubai",25.0405789,55.2049068
"Al Sana 1, Al Sana, Al Muneera, Al Raha Beach, Abu Dhabi",24.4492945,54.6047832
"Al Farah Building 232, Al Qusais Industrial 5, Al Qusais Industrial Area, Al Qusais, Dubai",25.2871169,55.4153232
"Murano Residences 3, Murano Residences, Al Furjan, Dubai",25.0247591,55.1403291
"Al Kaloti Tower, Al Majaz 2, Al Majaz, Sharjah",25.323292,55.383423
"Westar Les Castelets, JVC District 10, Jumeirah Village Circle (JVC), Dubai",25.0662316,55.2064635
"Claren Tower 1, Claren Towers, Downtown Dubai, Dubai",25.1908342,55.2718723
"District 7C, JVT District 7, Jumeirah Village Triangle (JVT), Dubai",25.0512167,55.1904223
"Al Dhafrah 3, Al Dhafrah, The Greens, Dubai",25.0919444,55.1726317
"Lynx Residence, Dubai Silicon Oasis, Dubai",25.1279484,55.3862638
"Ramada Downtown Dubai, Downtown Dubai, Dubai",25.1928741,55.2724533
"Park Point Building B, Park Point, Dubai Hills Estate, Dubai",25.1109453,55.2439534
"Pelham, The Park Villas, DAMAC Hills, Dubai",25.0260254,55.2515138
"Mazaya 19, Queue Point, Liwan, Dubai",25.1067486,55.3703081
"Al Habtoor Polo Resort and Club - The Residences, Dubailand, Dubai",25.0807093,55.3687184
"U-15, Italy Cluster, International City, Dubai",25.1686785,55.4020029
"Paloma, Marina Promenade, Dubai Marina, Dubai",25.0749822,55.1330055
"Redwood Avenue, Jumeirah Golf Estates, Dubai",25.0200042,55.2043037
"Taraf 1 Residence, JVC District 11, Jumeirah Village Circle (JVC), Dubai",25.0592424,55.2120928
"Olympic Park 1, Olympic Park, Dubai Sports City, Dubai",25.0440912,55.2141282
"Building 5, City Walk, Al Wasl, Dubai",25.2040629,55.2634247
"Lincoln Park A, Lincoln Park, Arjan, Dubai",25.0605347,55.2397317
"The Opus, Business Bay, Dubai",25.188685,55.267073
"Mulberry 2 Building A2, Mulberry 2, Park Heights, Dubai Hills Estate, Dubai",25.2048493,55.2707828
"API Residency, Al Nahda 1, Al Nahda (Dubai), Dubai",25.2910402,55.3620503
"Central Building, Mirdif, Dubai",25.2174725,55.4181532
"Wembley Tower, Dubai Sports City, Dubai",25.0439822,55.2156996
"Xanadu Residence 2, JVC District 13, Jumeirah Village Circle (JVC), Dubai",25.051261,55.2083968
"Oasis Tower 1, Dubai Sports City, Dubai",25.0401099,55.2199278
"A Villas, Living Legends, Dubai",25.0906055,55.3016402
"Jumeirah Living World Trade Centre Residence, World Trade Centre, Dubai",25.2275266,55.2899299
"Divine Residences, Arjan, Dubai",25.0656864,55.2484337
"Tenora, Residential District, Dubai South, Dubai",24.8883012,55.1504392
"Sobha Hartland Greens Building 6, Hartland Greens, Sobha Hartland, Dubai",25.1776771,55.3094944
"GMM Tower 1, JVC District 12, Jumeirah Village Circle (JVC), Dubai",25.0537015,55.2118757
"The Cove II, Dubai Creek Harbour, Dubai",25.2010571,55.3429041
"C Villas, Living Legends, Dubai",25.0910153,55.3026039
"Al Waha Tower, Al Khalidiyah, Abu Dhabi",24.4733772,54.3507041
"Droor 1 Residency, Al Nahda 1, Al Nahda (Dubai), Dubai",25.2924578,55.3684185
"Resortz Residence Block 3, Resortz by Danube, Arjan, Dubai",25.0619922,55.2330857
"Al Manal Elite, JVC District 13, Jumeirah Village Circle (JVC), Dubai",25.0515433,55.208286
"Belgravia 3, JVC District 15, Jumeirah Village Circle (JVC), Dubai",25.0597205,55.1998662
"Souk Warsan, Warsan Village, International City, Dubai",25.1590224,55.3979151
"Le Reve, Dubai Marina, Dubai",25.0891649,55.1474105
"Future Tower 3, Future Tower, Al Khan, Sharjah",25.3288242,55.3700186
"Abdulla Abdul Rasool Building, Al Warqaa 1, Al Warqaa, Dubai",25.1832864,55.4060433
"Zahra Townhouses, Town Square, Dubai",25.0076287,55.293355
"Dune Residency, JVC District 17, Jumeirah Village Circle (JVC), Dubai",25.0607811,55.2161804
"Trident Bayside, Dubai Marina, Dubai",25.0812124,55.1445412
"Majestine Allure, Business Bay, Dubai",25.1871047,55.282203
"Shahba 3 Building, Muwailih Commercial, Sharjah",25.3057559,55.4566452
"The Wings, Arjan, Dubai",25.0601377,55.2412773
"Maurya, The Grandeur Residences, Palm Jumeirah, Dubai",25.0988692,55.1214565
"Hattan 2, Hattan, The Lakes, Dubai",25.0815512,55.165869
"Mazaya 25, Queue Point, Liwan, Dubai",25.1114538,55.3682204
"JVC District 16, Jumeirah Village Circle (JVC), Dubai",25.069316,55.2107178
"Entertainment Foyer, Islamic Cluster, Jumeirah Islands, Dubai",25.058,55.15368
"Al Mass Tower, Dubai Marina Towers (Emaar 6 Towers), Dubai Marina, Dubai",25.0863491,55.1489224
"Sector V, Emirates Hills, Dubai",25.0687174,55.1734594
"Salim 1, Arjan, Dubai",25.0631393,55.2338443
"Falcon A5, Falcon Towers, Al Rashidiya 2, Al Rashidiya, Ajman",25.3987023,55.4485162
"FIVE Jumeirah Village, JVC District 14, Jumeirah Village Circle (JVC), Dubai",25.0539722,55.2071569
"Marina Residences 4, Marina Residences, Palm Jumeirah, Dubai",25.116092,55.137411
"Ajman One Tower 6, Ajman One Towers, Al Sawan, Ajman",25.394776,55.4304473
"Al Manara Tower, Al Qasimia, Sharjah",25.3453959,55.3936619
"Al Nahda Tower 2, Al Nahda 2, Al Nahda (Dubai), Dubai",25.2898396,55.3731337
"Babel Tower, Al Majaz 3, Al Majaz, Sharjah",25.3246918,55.3782357
"Mazaya 8, Queue Point, Liwan, Dubai",25.113808,55.3655995
"Alcove, JVC District 11, Jumeirah Village Circle (JVC), Dubai",25.0617417,55.2123317
"The Atria Residences, The Atria, Business Bay, Dubai",25.1806304,55.2637507
"Khan Saheb Building, Dubai Silicon Oasis, Dubai",25.1254777,55.403063
"Al Bahri Gate Residence 2, Nad Al Hamar, Dubai",25.188152,55.3942583
"Binghatti Apartments, Dubai Silicon Oasis, Dubai",25.124096,55.4002255
"Rahaal Building 2, Rahaal, Madinat Jumeirah Living, Umm Suqeim, Dubai",25.1353776,55.1893765
"Al Bahri Gate Residence 1, Nad Al Hamar, Dubai",25.188152,55.3942583
"Golf Panorama B, Golf Panorama, Golf Town, DAMAC Hills, Dubai",25.0154663,55.2537511
"JVC District 12, Jumeirah Village Circle (JVC), Dubai",25.0542665,55.2132913
"St Regis Residences Block 7, Saadiyat St Regis Residences, Saadiyat Beach, Saadiyat Island, Abu Dhabi",24.537806,54.4247534
"J8, Al Sufouh 1, Al Sufouh, Dubai",25.1086271,55.1780313
"K-05, Greece Cluster, International City, Dubai",25.1560373,55.4105678
"The White Palace, Dubai Silicon Oasis, Dubai",25.1251218,55.4025934
"La Riviera Estate B, La Riviera Estates, JVC District 10, Jumeirah Village Circle (JVC), Dubai",25.063102,55.2032076
"ABC 1 Building, Al Mankhool, Bur Dubai, Dubai",25.2512473,55.2946253
"Mushrif Gardens, Al Mushrif, Abu Dhabi",24.4440327,54.3710644
"Al Ittihad Tower, Al Nud, Al Qasimia, Sharjah",25.3460446,55.3878247
"Smart Tower 1, Al Amerah, Ajman",25.3806288,55.5859912
"Zahrat Al Madaen Tower, Al Majaz 3, Al Majaz, Sharjah",25.3164701,55.3808779
"Al Maitha Tower 2, Al Qasimia, Sharjah",25.3460492,55.3888718
"The Address Residences Jumeirah Resort and Spa, Jumeirah Beach Residence (JBR), Dubai",25.0769441,55.1341346
"District 5, Jumeirah Park, Dubai",25.0471279,55.1555195
"Tower 13, Al Reef Downtown, Al Reef, Abu Dhabi",24.4570255,54.6732983
"The Hartland Villas, Sobha Hartland, Dubai",25.1756117,55.3073293
"Mazaya 5, Queue Point, Liwan, Dubai",25.115188,55.362457
"Reehan 2, Reehan, Old Town, Downtown Dubai, Dubai",25.1907436,55.2781093
"The Executive Bay, Business Bay, Dubai",25.1784017,55.2663993
"Mazaya 13, Queue Point, Liwan, Dubai",25.1070967,55.369298
"La Rive Tower 4, La Rive, Port De La Mer, La Mer, Jumeirah, Dubai",25.2396355,55.2528013
"Erantis Villas, JVC District 12, Jumeirah Village Circle (JVC), Dubai",25.0521437,55.2161241
"Al Barsha 2, Al Barsha, Dubai",25.0997151,55.212112
"V-15, Russia Cluster, International City, Dubai",25.1707268,55.4035599
"Kaloti Building, Al Majaz 2, Al Majaz, Sharjah",25.3285702,55.3926387
"Aayah Residences, JVC District 12, Jumeirah Village Circle (JVC), Dubai",25.0553761,55.2206282
"Hamza Tower, Dubai Sports City, Dubai",25.0444302,55.2149167
